Name,Address,Latitude,Longitude,Business Status,Primary Type,Discovery Tier,Discovery Score,Reasons,Matched Themes,Anchor Markets,Google Maps URL,Place ID
Professional Pipeline-Concrete,"806 E Pabor Ave, Fruita, CO 81521, USA",39.1604465,-108.7252339,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Grand Junction|CO,https://www.google.com/maps/place/?q=place_id:ChIJx9_QkZf-RocRXZvErbKRJ40,ChIJx9_QkZf-RocRXZvErbKRJ40
ProLine Pipeline Inc.,"14212 Lincoln Way, North Huntingdon, PA 15642, USA",40.3232467,-79.7792259,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Delmont|PA,https://www.google.com/maps/place/?q=place_id:ChIJTYrVe6znNIgRrUULtAOwj6k,ChIJTYrVe6znNIgRrUULtAOwj6k
ProLine Pipeline Inc.,"3113 PA-136, Herminie, PA 15637, USA",40.2584001,-79.6784998,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Delmont|PA,https://www.google.com/maps/place/?q=place_id:ChIJLXr9v6zdNIgRAn0dR86dnBw,ChIJLXr9v6zdNIgRAn0dR86dnBw
Quality Pipeline Construction,"810 S Marshall St, Midland, TX 79701, USA",31.9896376,-102.065878,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Big Lake|TX; Fort Stockton|TX; Godley|TX,https://www.google.com/maps/place/?q=place_id:ChIJM1vJjpti-YYRE-rPIJHgcM4,ChIJM1vJjpti-YYRE-rPIJHgcM4
Rapid Pipeline Services,"200 River Point Drive Suite 300, Conroe, TX 77304, USA",30.3315253,-95.509247,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Conroe|TX,https://www.google.com/maps/place/?q=place_id:ChIJK8n6wjw0R4YRj6d6WH8kzxI,ChIJK8n6wjw0R4YRj6d6WH8kzxI
RD Pipeline Construction,"9555 Ralston Rd, Arvada, CO 80002, USA",39.8035234,-105.1046543,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Centennial|CO; Golden|CO; Henderson|CO,https://www.google.com/maps/place/?q=place_id:ChIJuQXvCY-Ga4cRKNU8cwZkehw,ChIJuQXvCY-Ga4cRKNU8cwZkehw
Roberts Pipeline Inc,"2051 US-36, Middletown, IN 47356, USA",40.003701,-85.4243415,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Clay County|IN,https://www.google.com/maps/place/?q=place_id:ChIJZ0k2gcUxFYgR7ASUk8bDdBg,ChIJZ0k2gcUxFYgR7ASUk8bDdBg
Roese Pipeline,"2704 S Huron Rd, Kawkawlin, MI 48631, USA",43.6613462,-83.9495644,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Gaylord|MI,https://www.google.com/maps/place/?q=place_id:ChIJk-q6aGZgIYgRa6Kk40TUg6U,ChIJk-q6aGZgIYgRa6Kk40TUg6U
S & C Pipeline Co,"1584 Woodward Dr Ext, Greensburg, PA 15601, USA",40.2813078,-79.569045,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Connellsville|PA; Delmont|PA,https://www.google.com/maps/place/?q=place_id:ChIJ-cdcgIfaNIgR8nU-38SHwt4,ChIJ-cdcgIfaNIgR8nU-38SHwt4
Sales Pipeline Academy,"56 Henning Dr, Orchard Park, NY 14127, USA",42.7694663,-78.7274067,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Buffalo|NY,https://www.google.com/maps/place/?q=place_id:ChIJVVWJGx8G04kRM4yL77xjVYI,ChIJVVWJGx8G04kRM4yL77xjVYI
Schmid Pipeline Construction,"850 Mallard Dr, Mayville, WI 53050, USA",43.510608,-88.54445,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Buffalo|NY; Delmont|PA; Harrisburg|PA,https://www.google.com/maps/place/?q=place_id:ChIJa62pkc0VBIgRNDae0ryRCbE,ChIJa62pkc0VBIgRNDae0ryRCbE
Southern Pipeline Construction Co. Inc.,"1272 Old Fern Valley Rd, Louisville, KY 40219, USA",38.1552772,-85.68864099999999,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Albany|KY; Edmonton|KY,https://www.google.com/maps/place/?q=place_id:ChIJ6cJ76QEMaYgRgcybczCJINQ,ChIJ6cJ76QEMaYgRgcybczCJINQ
Southern Pipeline Services,"942 US-90, Raceland, LA 70394, USA",29.738114,-90.556934,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Arcadia|LA,https://www.google.com/maps/place/?q=place_id:ChIJ72SK1-_gIIYRsTvmi3WsnQ8,ChIJ72SK1-_gIIYRsTvmi3WsnQ8
Southern Star Central Gas Pipeline,"4005 KY-54, Owensboro, KY 42303, USA",37.7489881,-87.0462039,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Hawesville|KY,https://www.google.com/maps/place/?q=place_id:ChIJncEiZwClb4gRKyTDDTlUxbw,ChIJncEiZwClb4gRKyTDDTlUxbw
Southern Star Central Gas Pipeline,"4700 KY-56, Owensboro, KY 42301, USA",37.753128,-87.17732079999999,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Hawesville|KY,https://www.google.com/maps/place/?q=place_id:ChIJiVyb5rW5b4gRVFXyBLvBrHU,ChIJiVyb5rW5b4gRVFXyBLvBrHU
Stone Ridge Pipeline,"2811 N Cleveland St, Dayton, TX 77535, USA",30.0619461,-94.90268920000001,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Athens|TX; Brookshire|TX; Channelview|TX; Conroe|TX; Fort Stockton|TX; Godley|TX,https://www.google.com/maps/place/?q=place_id:ChIJG0Gez2mUQIYRFOzVpKzcp_c,ChIJG0Gez2mUQIYRFOzVpKzcp_c
Sun Pipeline Solutions,"7704 E 38th St, Tulsa, OK 74145, USA",36.1066167,-95.8902165,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Bixby|OK,https://www.google.com/maps/place/?q=place_id:ChIJHa61IhuNtocRyIsSh-_XDMc,ChIJHa61IhuNtocRyIsSh-_XDMc
Suncor Energy USA Pipeline Co,"1700 Cutler Rd #1, Cheyenne, WY 82001, USA",41.1242435,-104.8416367,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Cheyenne|WY,https://www.google.com/maps/place/?q=place_id:ChIJg0mF7Kc6b4cRZVK5CmWtnuE,ChIJg0mF7Kc6b4cRZVK5CmWtnuE
Suncor Energy USA Pipeline Co,"12990 CO-14, Ault, CO 80610, USA",40.5822057,-104.8119875,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Fort Lupton|CO,https://www.google.com/maps/place/?q=place_id:ChIJ0zjH35e5bocR_UGfVY1v468,ChIJ0zjH35e5bocR_UGfVY1v468
Superior Pipeline Co LLC,"8200 S Unit Dr, Tulsa, OK 74132, USA",36.0440001,-96.00893169999999,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Bixby|OK; Glenpool|OK,https://www.google.com/maps/place/?q=place_id:ChIJjTWSIr2TtocRb1pUlufgH-M,ChIJjTWSIr2TtocRb1pUlufgH-M
System Services Pipeline,"298 Tower Rd, Ponchatoula, LA 70454, USA",30.4254604,-90.4449257,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Baton Rouge|LA,https://www.google.com/maps/place/?q=place_id:ChIJ-cPSj1E7J4YR94PdbysU5Us,ChIJ-cPSj1E7J4YR94PdbysU5Us
Tennessee Gas Pipeline Co,"1380 Hobson Rd, Campbellsville, KY 42718, USA",37.412384,-85.39346309999999,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Albany|KY; Edmonton|KY; Glasgow|KY,https://www.google.com/maps/place/?q=place_id:ChIJn47Zh1FuaIgRHL9AfG-4bm0,ChIJn47Zh1FuaIgRHL9AfG-4bm0
Tennessee Gas Pipeline Co,"29450 Mayo Trail Rd, Catlettsburg, KY 41129, USA",38.2685055,-82.5780369,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Allen|KY,https://www.google.com/maps/place/?q=place_id:ChIJdyVXB0fdRYgR2GJJhUSoMtg,ChIJdyVXB0fdRYgR2GJJhUSoMtg
Tennessee Gas Pipeline Co,"15449 Parish Line Rd, Kinder, LA 70648, USA",30.4377064,-92.8760338,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Arnaudville|LA,https://www.google.com/maps/place/?q=place_id:ChIJyUOXsGhsO4YRHTK3YEeKM4E,ChIJyUOXsGhsO4YRHTK3YEeKM4E
Tennessee Gas Pipeline Co,"2775 State Hwy 48, Nunnelly, TN 37137, USA",35.8476439,-87.4494254,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Brentwood|TN; Cookeville|TN,https://www.google.com/maps/place/?q=place_id:ChIJZ3nYzGJWY4gRX13DM3PlUK0,ChIJZ3nYzGJWY4gRX13DM3PlUK0
Tennessee Gas Pipeline Co,"Tennessee 38452, USA",35.0243677,-87.7576644,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Brentwood|TN; Cookeville|TN,https://www.google.com/maps/place/?q=place_id:ChIJfcCBp1QjfYgRA6Oo5ejaQug,ChIJfcCBp1QjfYgRA6Oo5ejaQug
Tennessee Gas Pipeline Co,"3428 Clay Pike Rd, New Concord, OH 43762, USA",39.9364655,-81.68305459999999,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Cambridge|OH,https://www.google.com/maps/place/?q=place_id:ChIJib4w1a_IN4gRyo6G_6snfKE,ChIJib4w1a_IN4gRyo6G_6snfKE
Tennessee Gas Pipeline Co,"195 LA-504, Natchitoches, LA 71457, USA",31.7789528,-93.1441193,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Frierson|LA,https://www.google.com/maps/place/?q=place_id:ChIJqflAa4SIMIYRb38gfg2FF0M,ChIJqflAa4SIMIYRb38gfg2FF0M
Tennessee Gas Pipeline Co 229 Hamburg,"7586 E Eden Rd, Eden, NY 14057, USA",42.676922,-78.82960299999999,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Buffalo|NY,https://www.google.com/maps/place/?q=place_id:ChIJm-OALDAD04kR11kTlAqUPVA,ChIJm-OALDAD04kR11kTlAqUPVA
Texas Eastern Gas Pipeline Co,"7717 MO-77, Oran, MO 63771, USA",37.0710811,-89.6369422,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Fredericktown|MO,https://www.google.com/maps/place/?q=place_id:ChIJrzW3g2U8eIgRQyGOwjIFJcM,ChIJrzW3g2U8eIgRQyGOwjIFJcM
Texas Eastern Gas Pipeline Co,"1462 River Rd, Marietta, PA 17547, USA",40.0627128,-76.5749438,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Harrisburg|PA,https://www.google.com/maps/place/?q=place_id:ChIJH443NaObyIkR0C5q-42uSgI,ChIJH443NaObyIkR0C5q-42uSgI
Texas Eastern Products Pipeline,"2601 Donaldson Hwy, Florence, KY 41042, USA",39.0391745,-84.6364534,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Covington|KY,https://www.google.com/maps/place/?q=place_id:ChIJE2D0YXDIQYgRIl1sKZkSYNM,ChIJE2D0YXDIQYgRIl1sKZkSYNM
Texas Pipeline Association,"604 W 14th St, Austin, TX 78701, USA",30.277776,-97.74580999999999,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Austin|TX,https://www.google.com/maps/place/?q=place_id:ChIJx53hknS1RIYRmBjwjNlR5IE,ChIJx53hknS1RIYRmBjwjNlR5IE
TGG Pipeline,"4757 LA-5, Gloster, LA 71030, USA",32.1749232,-93.77705089999999,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Frierson|LA,https://www.google.com/maps/place/?q=place_id:ChIJxaiiefosN4YRzQ3rQ0BsGsc,ChIJxaiiefosN4YRzQ3rQ0BsGsc
TGG Pipeline Ltd,"2401 FM3135, Henderson, TX 75652, USA",32.163379,-94.75910999999999,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Athens|TX,https://www.google.com/maps/place/?q=place_id:ChIJtXMw4g62N4YRbJAhKO3DouM,ChIJtXMw4g62N4YRbJAhKO3DouM
TLC Pipeline Construction,"213 Diamond Loop, Parachute, CO 81635, USA",39.4475734,-108.0629926,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Centennial|CO; Golden|CO; Grand Junction|CO; Greeley|CO; Henderson|CO,https://www.google.com/maps/place/?q=place_id:ChIJUZeEDqrMRocRf2ZXNwwJ-50,ChIJUZeEDqrMRocRf2ZXNwwJ-50
Tomahawk Pipeline Construction,"635 Broadway St, Sheridan, WY 82801, USA",44.8041806,-106.9531329,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Cheyenne|WY,https://www.google.com/maps/place/?q=place_id:ChIJ3bBrDcf6NVMRElASc6aadqU,ChIJ3bBrDcf6NVMRElASc6aadqU
Transwestern Pipeline Co,"21 Speedway Rd, Gallup, NM 87301, USA",35.5469852,-108.6634062,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Aztec|NM,https://www.google.com/maps/place/?q=place_id:ChIJxWGXQIrcJIcRxMULcLNXaE4,ChIJxWGXQIrcJIcRxMULcLNXaE4
Transwestern Pipeline Co,"2605 W Main St, Artesia, NM 88210, USA",32.8422161,-104.4305016,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Aztec|NM,https://www.google.com/maps/place/?q=place_id:ChIJy28HHF6u44YRcVCCwlnMYyE,ChIJy28HHF6u44YRcVCCwlnMYyE
US Pipeline,"8100 Washington Ave #200, Houston, TX 77007, USA",29.7815583,-95.4348302,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Brookshire|TX; Channelview|TX,https://www.google.com/maps/place/?q=place_id:ChIJL-TVxInEQIYRUI8QVrWTfII,ChIJL-TVxInEQIYRUI8QVrWTfII
US Pipeline,"865 Rapid Creek Rd, Palisade, CO 81526, USA",39.1266114,-108.3212882,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Grand Junction|CO,https://www.google.com/maps/place/?q=place_id:ChIJqx1p89cmR4cRXwpCbm-bmpI,ChIJqx1p89cmR4cRXwpCbm-bmpI
Wang Pipeline Services Inc.,"1050 Red River Dr, Sidney, MT 59270, USA",47.72662740000001,-104.2003436,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Cut Bank|MT,https://www.google.com/maps/place/?q=place_id:ChIJqbBrruNxJFMRQw_QOFr4HzU,ChIJqbBrruNxJFMRQw_QOFr4HzU
Wenger Pipeline Construction,"14742 Lincoln Way E, Dalton, OH 44618, USA",40.8012106,-81.7201892,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Cambridge|OH,https://www.google.com/maps/place/?q=place_id:ChIJN0hLhvI6N4gRTygzefbCMtk,ChIJN0hLhvI6N4gRTygzefbCMtk
Williams Gas Pipeline Transco,"2988 LA-964, Jackson, LA 70748, USA",30.7441629,-91.26603089999999,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Baton Rouge|LA,https://www.google.com/maps/place/?q=place_id:ChIJU958aOQoJIYRZ8YWQRuYljo,ChIJU958aOQoJIYRZ8YWQRuYljo
Williams Gas Pipeline Transco,"3767 Co Rd 403, Markham, TX 77456, USA",29.0110413,-96.0533931,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,pipeline gathering integrity midstream construction,Brookshire|TX,https://www.google.com/maps/place/?q=place_id:ChIJcTPlq6U4NIYRWVcIok1QLTg,ChIJcTPlq6U4NIYRWVcIok1QLTg
Wyco Pipeline Co,"1112 S Parsley Blvd, Cheyenne, WY 82007, USA",41.1071925,-104.8331848,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,gas compression processing measurement methane services; pipeline gathering integrity midstream construction,Cheyenne|WY,https://www.google.com/maps/place/?q=place_id:ChIJoUsHj0wlb4cRRRsjz9MULPk,ChIJoUsHj0wlb4cRRRsjz9MULPk
Yellowstone Pipeline,"318 W Griffin Dr, Bozeman, MT 59715, USA",45.6980359,-111.0403771,OPERATIONAL,establishment,possible-review,55,operational; related industrial/energy term; pipeline-specific match,gas compression processing measurement methane services; pipeline gathering integrity midstream construction,Bozeman|MT; Cut Bank|MT,https://www.google.com/maps/place/?q=place_id:ChIJBa_SzT1ERVMRNK9QKXLNFEc,ChIJBa_SzT1ERVMRNK9QKXLNFEc
