Name,Address,Latitude,Longitude,Business Status,Primary Type,Discovery Tier,Discovery Score,Reasons,Matched Themes,Anchor Markets,Google Maps URL,Place ID
Joe Samples Well Drilling Inc,"1029 Hwy 25 32, White Pine, TN 37890, USA",36.096682,-83.27994199999999,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),well service field services production support; mobile well testing hydro testing pressure testing,Brentwood|TN; Cookeville|TN,https://www.google.com/maps/place/?q=place_id:ChIJJSZR1BeVW4gRquLPpaYyJp4,ChIJJSZR1BeVW4gRquLPpaYyJp4
Jones Oil Exploration LLC (Jones Oilfield Services),"686 KS-99, Sedan, KS 67361, USA",37.0812658,-96.1809152,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; drilling workover wireline cementing services,Coffeyville|KS,https://www.google.com/maps/place/?q=place_id:ChIJOY1wb_BZt4cRPfreXQXzH5I,ChIJOY1wb_BZt4cRPfreXQXzH5I
K T Drilling Fluids,"266 E Ridge St, Decatur, TX 76234, USA",33.2264294,-97.6555721,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; drilling workover wireline cementing services,Decatur|TX,https://www.google.com/maps/place/?q=place_id:ChIJEXqN2N-MTYYRLl4iLhKXoQ8,ChIJEXqN2N-MTYYRLl4iLhKXoQ8
Kelcas Well Services Ltd,"3520 New Hartford Rd #100, Owensboro, KY 42303, USA",37.7353128,-87.0913497,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; oilfield services,Allen|KY; Beattyville|KY; Covington|KY; Edmonton|KY; Glasgow|KY; Hawesville|KY,https://www.google.com/maps/place/?q=place_id:ChIJ-w3xXOO6b4gRox-zL1BD-J8,ChIJ-w3xXOO6b4gRox-zL1BD-J8
Keller Drilling & Well Service,"PO Box 584, Keller, TX 76244, USA",32.945877,-97.27607599999999,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Decatur|TX; Frisco|TX; Godley|TX,https://www.google.com/maps/place/?q=place_id:ChIJVVVVVaXZTYYR7qwhLRQ0LGE,ChIJVVVVVaXZTYYR7qwhLRQ0LGE
"Killion & Sons Well Service, Inc.","557 W Pike St, Canonsburg, PA 15317, USA",40.2581856,-80.20096629999999,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),well service field services production support; gasfield natural gas well services,Charleroi|PA; Connellsville|PA; Eighty Four|PA; Harrisburg|PA,https://www.google.com/maps/place/?q=place_id:ChIJl5_Jy3dTNIgRY8cCyWGKcWk,ChIJl5_Jy3dTNIgRY8cCyWGKcWk
"Kinzer Drilling Company, LLC","1555 KY-80, Prestonsburg, KY 41653, USA",37.6163422,-82.75802209999999,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Allen|KY; Beattyville|KY; Covington|KY; Edmonton|KY; Hawesville|KY,https://www.google.com/maps/place/?q=place_id:ChIJLcO_qpcPRYgRrbRMEz8BZl8,ChIJLcO_qpcPRYgRrbRMEz8BZl8
Knapp's Oilfield Pump & Supply Inc,"2505 W 9th St, Mt Carmel, IL 62863, USA",38.4076639,-87.7993728,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield supply pumps equipment rental; pump and supply artificial lift production equipment,Bridgeport|IL; Clay City|IL; Enfield|IL; Flora|IL; Grayville|IL,https://www.google.com/maps/place/?q=place_id:ChIJuX7Bs0PtcYgR4N-o6zLGf5U,ChIJuX7Bs0PtcYgR4N-o6zLGf5U
Knox Oil Field Supply Inc,"1871 N Hwy 285, Fort Stockton, TX 79735, USA",30.9150848,-102.9326553,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; oilfield supply pumps equipment rental,Fort Stockton|TX,https://www.google.com/maps/place/?q=place_id:ChIJJatzyrp-8IYRQjyW0eotxK0,ChIJJatzyrp-8IYRQjyW0eotxK0
"Kutscher Drilling, Ltd","3810 Hunter Rd, San Marcos, TX 78666, USA",29.8276269,-98.0025876,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Austin|TX,https://www.google.com/maps/place/?q=place_id:ChIJcVIpJn6mXIYR5uufdmQAxd8,ChIJcVIpJn6mXIYR5uufdmQAxd8
KW Drilling Services ND llc.,"4130 3rd Ave N, Fargo, ND 58102, USA",46.8799052,-96.8496722,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),drilling workover wireline cementing services; well service field services production support,Arnegard|ND; Belfield|ND,https://www.google.com/maps/place/?q=place_id:ChIJSyln8Q7LyFIRNc3_54snfBE,ChIJSyln8Q7LyFIRNc3_54snfBE
Laser Oilfield Services Co,"2986 W 29th St Unit 12, Greeley, CO 80631, USA",40.3900894,-104.7263455,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; gasfield natural gas well services,Greeley|CO,https://www.google.com/maps/place/?q=place_id:ChIJm21f_J6hbocRDN7AyPBbimY,ChIJm21f_J6hbocRDN7AyPBbimY
Latzel Drilling Inc,"1003 FM3095, Midkiff, TX 79755, USA",31.6323639,-101.840661,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Big Lake|TX,https://www.google.com/maps/place/?q=place_id:ChIJKwHSaJGa-YYRb4NktC_93vc,ChIJKwHSaJGa-YYRb4NktC_93vc
Leiker Well Services Inc,"1200 Main St, Great Bend, KS 67530, USA",38.3635478,-98.7649174,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),drilling workover wireline cementing services; well service field services production support,Great Bend|KS,https://www.google.com/maps/place/?q=place_id:ChIJo7Y4cTSKo4cRHGLPbP7utT8,ChIJo7Y4cTSKo4cRHGLPbP7utT8
Liberty Oilfield Services,"103 Main St, Platteville, CO 80651, USA",40.2219547,-104.8219654,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; well service field services production support,Centennial|CO; Fort Lupton|CO,https://www.google.com/maps/place/?q=place_id:ChIJXT8u9pkbbIcRMN_MRBzE2C4,ChIJXT8u9pkbbIcRMN_MRBzE2C4
Luby Equipment Services - Oilfield Division,"271 Weatherford Boulevard, Buckhannon, WV 26201, USA",39.0050532,-80.21722989999999,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; oilfield supply pumps equipment rental,Bridgeport|WV; Ellenboro|WV; Fairmont|WV; Grantsville|WV,https://www.google.com/maps/place/?q=place_id:ChIJW8k1w-BTSogR9bgGamo_Skg,ChIJW8k1w-BTSogR9bgGamo_Skg
Luke’s Oilfield Services,"58196 Berryhill Rd, Jennings, OK 74038, USA",36.171236,-96.5287589,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; well service field services production support,Bixby|OK; Glenpool|OK,https://www.google.com/maps/place/?q=place_id:ChIJteVec703sYcRBSTQWhCjb_k,ChIJteVec703sYcRBSTQWhCjb_k
LW Well Services,"11302 Locust Rd, Tremont, IL 61568, USA",40.4862472,-89.4922517,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),well service field services production support; mobile well testing hydro testing pressure testing,Bloomington|IL; Decatur|IL; Grayville|IL,https://www.google.com/maps/place/?q=place_id:ChIJ__-Pybz7CogRSj-hwMbdys4,ChIJ__-Pybz7CogRSj-hwMbdys4
M Diamond Drilling,"2840 Texas Way, Bozeman, MT 59718, USA",45.6548496,-111.133645,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; drilling workover wireline cementing services,Bozeman|MT,https://www.google.com/maps/place/?q=place_id:ChIJl7PPPQhPRVMRx62b4qNzVGw,ChIJl7PPPQhPRVMRx62b4qNzVGw
M&W Drilling,"8321 Oak Ridge Hwy, Knoxville, TN 37931, USA",35.9773566,-84.1482541,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),well service field services production support; drilling workover wireline cementing services,Albany|KY; Brentwood|TN; Chattanooga|TN; Cookeville|TN,https://www.google.com/maps/place/?q=place_id:ChIJDZxzJrIxXIgR5X6Ah2Y9jpk,ChIJDZxzJrIxXIgR5X6Ah2Y9jpk
Mac Oil Field Services Inc.,"7861 Township Rd 306, Millersburg, OH 44654, USA",40.52741169999999,-81.9059628,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; well service field services production support,Dennison|OH; Holland|OH,https://www.google.com/maps/place/?q=place_id:ChIJEfDGv3ZtN4gR_2n1ZmwTlIE,ChIJEfDGv3ZtN4gR_2n1ZmwTlIE
"Maclaskey Oilfield Services, Inc.","105 N Industrial Rd, El Dorado, KS 67042, USA",37.8177622,-96.9137543,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; oilfield supply pumps equipment rental,El Dorado|KS,https://www.google.com/maps/place/?q=place_id:ChIJlZfTjn2yu4cRF_0Hcz-vxFY,ChIJlZfTjn2yu4cRF_0Hcz-vxFY
Magnum Cementing Services,"2019 E Allison Rd, Cheyenne, WY 82007, USA",41.1099377,-104.7761646,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),drilling workover wireline cementing services; oilfield services,Boulder|WY; Cheyenne|WY,https://www.google.com/maps/place/?q=place_id:ChIJU-OWOwolb4cRbYA6AgjssGE,ChIJU-OWOwolb4cRbYA6AgjssGE
Matthew S. Shiffer Well Services LLC,"130 Main St, Klingerstown, PA 17941, USA",40.6618009,-76.691217,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Harrisburg|PA; Hershey|PA; Homer City|PA,https://www.google.com/maps/place/?q=place_id:ChIJsbywD3lPz4kRs5Nuw3O1jPo,ChIJsbywD3lPz4kRs5Nuw3O1jPo
Mcneese Drilling Co.,"210 N Humphrey Ave, Kerens, TX 75144, USA",32.1340334,-96.2292574,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Athens|TX,https://www.google.com/maps/place/?q=place_id:ChIJl8vx4DTZSIYRfzfdi72Y4sQ,ChIJl8vx4DTZSIYRfzfdi72Y4sQ
Miller Well Drilling & Pump Co. LLC,"20194 Northwestern Turnpike, Shanks, WV 26761, USA",39.3121807,-78.6785644,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),well service field services production support; gasfield natural gas well services,Bridgeport|WV; Fairmont|WV; Grantsville|WV,https://www.google.com/maps/place/?q=place_id:ChIJi6LWJTB4tYkRVol1ZTVVCko,ChIJi6LWJTB4tYkRVol1ZTVVCko
Miller's Oilfield Manufacturers Warehouse,"115 S Patton Rd, Great Bend, KS 67530, USA",38.3513692,-98.8117236,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; oilfield supply pumps equipment rental,Great Bend|KS,https://www.google.com/maps/place/?q=place_id:ChIJNcmG9uiKo4cRjsbMLJjW9sM,ChIJNcmG9uiKo4cRjsbMLJjW9sM
Mills James Well Drilling & Water Supplies,"18 Well Water Ln, Pikeville, TN 37367, USA",35.6396091,-85.2320752,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Chattanooga|TN; Cookeville|TN,https://www.google.com/maps/place/?q=place_id:ChIJ41DcDSq6YIgRWA3ejm0QghI,ChIJ41DcDSq6YIgRWA3ejm0QghI
Moore Drilling Inc.,"24480 S 417th W Ave, Depew, OK 74028, USA",35.807597,-96.461845,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),drilling workover wireline cementing services; well service field services production support,Glenpool|OK,https://www.google.com/maps/place/?q=place_id:ChIJmQKpG2hUsYcR7yc3YI8-QpI,ChIJmQKpG2hUsYcR7yc3YI8-QpI
Myers Well Service,"2001 Ball Park Ct, Export, PA 15632, USA",40.4171499,-79.60226949999999,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),well service field services production support; oilfield services,Connellsville|PA; Delmont|PA,https://www.google.com/maps/place/?q=place_id:ChIJh-j7_HzGNIgRxx4ocYmvKi8,ChIJh-j7_HzGNIgRxx4ocYmvKi8
Nabors Well Services Co,"Big Lake, TX 76932, USA",31.1918559,-101.4603127,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Big Lake|TX,https://www.google.com/maps/place/?q=place_id:ChIJ4fvO9cbW-YYRqSsfL4-Gal0,ChIJ4fvO9cbW-YYRqSsfL4-Gal0
Negley's Water and Well Drilling of Mechanicsburg,"7 Keener Dr Suite B, Mechanicsburg, PA 17050, USA",40.2267412,-77.0358397,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Harrisburg|PA,https://www.google.com/maps/place/?q=place_id:ChIJj5i9V-jdyIkRw-mQA4VCung,ChIJj5i9V-jdyIkRw-mQA4VCung
Neill Well Services LLC,"21171 OK-34, Sharon, OK 73857, USA",36.3203862,-99.3364325,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Bixby|OK; Elk City|OK; Glenpool|OK,https://www.google.com/maps/place/?q=place_id:ChIJ_-XcTajVqIcROSfYImGg1_4,ChIJ_-XcTajVqIcROSfYImGg1_4
Northern Oilfield Services,"1637 44th St W, Williston, ND 58801, USA",48.1851579,-103.6500241,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; oilfield supply pumps equipment rental,Arnegard|ND; Belfield|ND,https://www.google.com/maps/place/?q=place_id:ChIJT7kQgu1dIVMRrc8H6w4jth0,ChIJT7kQgu1dIVMRrc8H6w4jth0
"Nucor Drilling, Nucor Oil & Gas","4424 Skylane Ave, Riverton, WY 82501, USA",43.055172,-108.451394,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; drilling workover wireline cementing services,Boulder|WY,https://www.google.com/maps/place/?q=place_id:ChIJkZslNWvoWIcRSXJyaxuFvvI,ChIJkZslNWvoWIcRSXJyaxuFvvI
O'Keefe Drilling,"2000 4 Mile, Butte, MT 59701, USA",45.9603354,-112.514525,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Bozeman|MT,https://www.google.com/maps/place/?q=place_id:ChIJLZ37FfEHW1MRQX6YZwO1b1M,ChIJLZ37FfEHW1MRQX6YZwO1b1M
OH Well Drilling & Pump,"37463 N Commerce Ln, Polson, MT 59860, USA",47.66779349999999,-114.1086158,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Bozeman|MT; Cut Bank|MT,https://www.google.com/maps/place/?q=place_id:ChIJN11A345zZ1MRY46xvFUSRhg,ChIJN11A345zZ1MRY46xvFUSRhg
Oil Field Services & Supply Co,"1991 MS-184, Laurel, MS 39443, USA",31.6978236,-89.0645131,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; mobile well testing hydro testing pressure testing,Columbia|MS,https://www.google.com/maps/place/?q=place_id:ChIJ3XonVxRKg4gRbBFU574a6Ho,ChIJ3XonVxRKg4gRbBFU574a6Ho
Oilfield Equipment Rental,"3903 US-287, Alvord, TX 76225, USA",33.3026664,-97.6489965,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield supply pumps equipment rental; oilfield services,Athens|TX; Decatur|TX; Frisco|TX; Gainesville|TX; Godley|TX,https://www.google.com/maps/place/?q=place_id:ChIJZ5K3Q3uOTYYRN-Upml_4bHM,ChIJZ5K3Q3uOTYYRN-Upml_4bHM
Oilfield Gold,"212 Allen Rd, Columbia, MS 39429, USA",31.4123015,-89.77644749999999,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; oilfield supply pumps equipment rental,Columbia|MS,https://www.google.com/maps/place/?q=place_id:ChIJNbtyFNhFnYgRHWmNjsl547c,ChIJNbtyFNhFnYgRHWmNjsl547c
Oilfield Specialty Distrs Inc,"285 W Barton County Rd, Great Bend, KS 67530, USA",38.3611642,-98.8272581,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; oilfield supply pumps equipment rental,Great Bend|KS,https://www.google.com/maps/place/?q=place_id:ChIJHWa3L9aKo4cRCj6acXJFKdA,ChIJHWa3L9aKo4cRCj6acXJFKdA
Oilfield Supply Chain Solutions,"5151 Bannock St, Denver, CO 80216, USA",39.7889087,-104.9915753,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; oilfield supply pumps equipment rental,Centennial|CO; Golden|CO,https://www.google.com/maps/place/?q=place_id:ChIJI3euCU54bIcRtLHkyewr7Nw,ChIJI3euCU54bIcRtLHkyewr7Nw
Ordner Well Services,"946 Sunset Rd SW, Clay City, IL 62824, USA",38.6797088,-88.3596137,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),drilling workover wireline cementing services; well service field services production support,Clay City|IL; Flora|IL,https://www.google.com/maps/place/?q=place_id:ChIJgzqY9VTYc4gRBC1SSgbjeFw,ChIJgzqY9VTYc4gRBC1SSgbjeFw
Outback Well Services Inc,"13003 24th St SW, Belfield, ND 58622, USA",47.0700799,-103.2446614,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Arnegard|ND; Belfield|ND,https://www.google.com/maps/place/?q=place_id:ChIJYzbajBB0JlMRc-jdxasa868,ChIJYzbajBB0JlMRc-jdxasa868
Outlaw Oilfield Supply,"12292 OK-30, Erick, OK 73645, USA",35.2341619,-99.8762108,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; oilfield supply pumps equipment rental,Elk City|OK,https://www.google.com/maps/place/?q=place_id:ChIJsS_kTSXLq4cRitIpT4Td74k,ChIJsS_kTSXLq4cRitIpT4Td74k
"Palestine Drilling & Services, LLC","5215 W Oak St, Palestine, TX 75801, USA",31.7169035,-95.70188329999999,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Athens|TX; Gainesville|TX,https://www.google.com/maps/place/?q=place_id:ChIJ-QHEWBVkSIYRsvP_Gpc3tms,ChIJ-QHEWBVkSIYRsvP_Gpc3tms
Panhandle Oilfield Services Co Inc,"1300 Heavy Haul Rd, Morgantown, WV 26508, USA",39.68795009999999,-79.83811949999999,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; well service field services production support,Bridgeport|WV; Connellsville|PA; Fairmont|WV; Grantsville|WV,https://www.google.com/maps/place/?q=place_id:ChIJdRc_oX17NYgRO5wzYjipPMg,ChIJdRc_oX17NYgRO5wzYjipPMg
Payton's Well Drilling and Repair,"07169 Reynolds Rd, Elmira, MI 49730, USA",45.1237792,-84.8367789,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Gaylord|MI,https://www.google.com/maps/place/?q=place_id:ChIJBx-V-sBeNU0RiC7aQD6BMkY,ChIJBx-V-sBeNU0RiC7aQD6BMkY
Peak Oilfield Services,"1820 I-35 Frontage Rd, Callisburg, TX 76240, USA",33.6437294,-97.1545347,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; oilfield supply pumps equipment rental,Gainesville|TX,https://www.google.com/maps/place/?q=place_id:ChIJ8Q1ztBkBTYYRTMlpom779Ls,ChIJ8Q1ztBkBTYYRTMlpom779Ls
Pomeroy Well Drilling,"8970 Lower, Rushford, NY 14777, USA",42.3917385,-78.2530225,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Buffalo|NY,https://www.google.com/maps/place/?q=place_id:ChIJ4_7V5Us40okRbN_IvVqbrjY,ChIJ4_7V5Us40okRbN_IvVqbrjY
Premier Well Services Inc,"1426 Ringgold Ave, Coushatta, LA 71019, USA",32.024476,-93.3404692,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Baton Rouge|LA; Frierson|LA,https://www.google.com/maps/place/?q=place_id:ChIJw4x88PfrMIYRY1SvH8dxv5A,ChIJw4x88PfrMIYRY1SvH8dxv5A
"Purity Oilfield Services, LLC","3 loche rd, Douglas, WY 82633, USA",42.7799439,-105.3952314,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; well service field services production support,Douglas|WY,https://www.google.com/maps/place/?q=place_id:ChIJH_0jqIhKYYcRjiV65r72RRo,ChIJH_0jqIhKYYcRjiV65r72RRo
Quest Drilling Services,"8621 E 21st St N, Wichita, KS 67206, USA",37.72154860000001,-97.2378816,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; drilling workover wireline cementing services,El Dorado|KS,https://www.google.com/maps/place/?q=place_id:ChIJdewU0Rv9uocRK3a4VdNO-Oo,ChIJdewU0Rv9uocRK3a4VdNO-Oo
Ready Oilfield Service,"1575 Dewar Dr #420, Rock Springs, WY 82901, USA",41.5728875,-109.2436266,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; gasfield natural gas well services,Boulder|WY,https://www.google.com/maps/place/?q=place_id:ChIJ-aaeTwdhWocRIC12qe_cfcc,ChIJ-aaeTwdhWocRIC12qe_cfcc
Recon Oilfield Services,"54382 National Rd, Bridgeport, OH 43912, USA",40.0694183,-80.8022757,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; mobile well testing hydro testing pressure testing,Bridgeport|WV; Dennison|OH; Holland|OH,https://www.google.com/maps/place/?q=place_id:ChIJK7U6VnzYNYgR-PVqD-dV1ZQ,ChIJK7U6VnzYNYgR-PVqD-dV1ZQ
Reliable Well Services,"103 E Young Blvd, Glenrock, WY 82637, USA",42.850899,-105.866179,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Boulder|WY; Douglas|WY,https://www.google.com/maps/place/?q=place_id:ChIJxzS6LPPZYIcRX4K44wN5b6A,ChIJxzS6LPPZYIcRX4K44wN5b6A
Reliance Well Services LLC,"510 Cranberry St #301, Erie, PA 16507, USA",42.1202383,-80.112935,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; well service field services production support,Clarion|PA,https://www.google.com/maps/place/?q=place_id:ChIJrWyedfZ_MogRp_6agPSNpyA,ChIJrWyedfZ_MogRp_6agPSNpyA
Reliant Drilling LLC,"1025 Knobbs Road, McDade, TX 78650, USA",30.313638,-97.3073129,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),drilling workover wireline cementing services; well service field services production support,Austin|TX; Big Lake|TX,https://www.google.com/maps/place/?q=place_id:ChIJCd6t69eSRIYRxofGCrkyiCY,ChIJCd6t69eSRIYRxofGCrkyiCY
Rellim Well Service,"1686 Sapp Rd, Conroe, TX 77304, USA",30.3375068,-95.5467807,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Conroe|TX,https://www.google.com/maps/place/?q=place_id:ChIJ2bdcbuk5R4YRcLE1zZcrLLw,ChIJ2bdcbuk5R4YRcLE1zZcrLLw
Renegade Well Services,"3301 East US Hwy 377 #100, Granbury, TX 76049, USA",32.4502461,-97.7377236,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; gasfield natural gas well services,Godley|TX,https://www.google.com/maps/place/?q=place_id:ChIJR7bAjbMhToYRTjG22gn9oVo,ChIJR7bAjbMhToYRTjG22gn9oVo
Ressler Well Service Inc,"1127 N Burrton Ave, Burrton, KS 67020, USA",38.0355251,-97.6719792,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),drilling workover wireline cementing services; well service field services production support,Coffeyville|KS; El Dorado|KS,https://www.google.com/maps/place/?q=place_id:ChIJq6paREM2u4cRkgMq4Gr5rMw,ChIJq6paREM2u4cRkgMq4Gr5rMw
Reynolds Drilling Corporation,"8172 IL-54, Riverton, IL 62561, USA",39.8829763,-89.4988661,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),drilling workover wireline cementing services; well service field services production support,Bloomington|IL; Decatur|IL,https://www.google.com/maps/place/?q=place_id:ChIJ7YbWRZEudYgRS0gpPAC-E_w,ChIJ7YbWRZEudYgRS0gpPAC-E_w
"Rorrer Well Drilling, Inc.","450 Industrial Dr NE, Christiansburg, VA 24073, USA",37.1431083,-80.3615738,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),drilling workover wireline cementing services; mobile well testing hydro testing pressure testing,Bluefield|VA; Clintwood|VA; Coeburn|VA,https://www.google.com/maps/place/?q=place_id:ChIJ6-FN06mTTYgR0K02zUPooqs,ChIJ6-FN06mTTYgR0K02zUPooqs
Royal Drilling & Producing,"1976 IL-14, Crossville, IL 62827, USA",38.1544485,-88.0119627,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; well service field services production support,Grayville|IL,https://www.google.com/maps/place/?q=place_id:ChIJSTo1vsq6cYgRLuI48yiy0ug,ChIJSTo1vsq6cYgRLuI48yiy0ug
Russell's Well Drilling & Repair,"24110 TN-22, McKenzie, TN 38201, USA",36.1463906,-88.4968354,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),drilling workover wireline cementing services; well service field services production support,Brentwood|TN; Chattanooga|TN; Cookeville|TN,https://www.google.com/maps/place/?q=place_id:ChIJKUG0l7_se4gR6_SX1et2Kn0,ChIJKUG0l7_se4gR6_SX1et2Kn0
S & S Drilling,"5030 133rd Ave NW, Williston, ND 58801, USA",48.1439414,-103.5607359,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),well service field services production support; mobile well testing hydro testing pressure testing,Arnegard|ND; Belfield|ND,https://www.google.com/maps/place/?q=place_id:ChIJwetX45ZEIVMRTxfotGtOYRM,ChIJwetX45ZEIVMRTxfotGtOYRM
